City,State,Country,Lat,Lng
Greeley,CO,USA,40.421324,-104.743871
Greeneville,TN,USA,36.16531,-82.818975
Hagerstown,MD,USA,39.63795,-77.719277
Hamlet,NC,USA,34.889594,-79.709324
Harrisburg,PA,USA,40.27605,-76.884503
Hartford,CT,USA,41.7657,-72.683866
Helena,MT,USA,46.596522,-112.020381
Houston,TX,USA,29.7687,-95.386728
Indianapolis,IN,USA,39.7764,-86.146196
Iron Mountain,MI,USA,45.827651,-88.061473
Irving,TX,USA,32.857685,-96.969338
Jackson,MS,USA,32.3205,-90.207591
Jacksonville,FL,USA,30.33455,-81.657692
Kalamazoo,MI,USA,42.2747,-85.588287
Kansas City,MO,USA,39.122312,-94.552009
Kent,TX,USA,31.05868,-104.217598
Knoxville,TN,USA,35.97455,-83.946288
Lafayette,LA,USA,30.21525,-92.029499
Lake Charles,LA,USA,30.21085,-93.20291
Lancaster,CA,USA,34.693064,-118.176425
Lansing,MI,USA,42.7091,-84.553996
Las Cruces,NM,USA,32.336067,-106.755756
Las Vegas,NV,USA,36.20575,-115.222799
Lee's Summit,MO,USA,38.916343,-94.383516
Lexington,KY,USA,38.042746,-84.45946
Lincoln,NE,USA,40.8164,-96.688171
Litchfield,IL,USA,39.175859,-89.656011
Little Rock,AR,USA,34.7224,-92.354076
Lodi,CA,USA,38.12325,-121.294424
Longview,TX,USA,32.517742,-94.76228
Longview,WA,USA,46.146499,-122.954952
Los Angeles,CA,USA,34.112101,-118.411201
Louisville,KY,USA,38.22475,-85.741156
Lubbock,TX,USA,33.57585,-101.875374
Lynchburg,VA,USA,37.401217,-79.191434
Madison,WI,USA,43.0798,-89.387519
Madisonville,KY,USA,37.336612,-87.505401
Manasquan,NJ,USA,40.1128,-74.036956
Manchester,NH,USA,42.9836,-71.444899
Mansfield,OH,USA,40.762838,-82.526894
McAllen,TX,USA,26.2155,-98.239316
Medford,OR,USA,42.3398,-122.853099
Melbourne,FL,USA,28.114987,-80.640115
Memphis,TN,USA,35.1056,-90.006991
Merced,CA,USA,37.296274,-120.484357
Meridian,MS,USA,32.380874,-88.712501
Miami,FL,USA,25.775667,-80.210845
Midland,TX,USA,32.026491,-102.100151
Milwaukee,WI,USA,43.06335,-87.966623
Minneapolis,MN,USA,44.96185,-93.266849
Missoula,MT,USA,46.868752,-114.007576
Mobile,AL,USA,30.67745,-88.088959
Modesto,CA,USA,37.659799,-120.993923
Monroe,LA,USA,32.51165,-92.084921
Montgomery,AL,USA,32.3544,-86.284287
Morristown,TN,USA,36.21465,-83.295982
Nashville,TN,USA,36.17155,-86.784829
New Brunswick,NJ,USA,40.4864,-74.445133
New Haven,CT,USA,41.3101,-72.924068
New Orleans,LA,USA,30.065846,-89.931355
New York,NY,USA,40.6698,-73.943849
Newark,NJ,USA,40.7241,-74.173245
Newport News,VA,USA,37.07585,-76.51416
Niagara Falls,NY,USA,43.09115,-79.016248
Nogales,AZ,USA,31.363719,-110.932639
Oakland,CA,USA,37.771544,-122.22455
Ocala,FL,USA,29.18745,-82.130799
Oklahoma City,OK,USA,35.46705,-97.513491
Omaha,NE,USA,41.2639,-96.011745
Orlando,FL,USA,28.504748,-81.374248
Oroville,CA,USA,39.501618,-121.565935
Owatonna,MN,USA,44.085186,-93.224317
Pacific City,OR,USA,45.2023263,-123.9628946
Palm Springs,CA,USA,33.77575,-116.528788
Palo Alto,CA,USA,37.3992,-122.139354
Pensacola,FL,USA,30.444741,-87.189537
Peoria,IL,USA,40.744964,-89.609225
Philadelphia,PA,USA,40.006817,-75.134678
Phoenix,AZ,USA,33.54255,-112.071399
Pine Bluff,AR,USA,34.2134,-92.018618
Pittsburgh,PA,USA,40.439207,-79.976702
Point Arena,CA,USA,38.911447,-123.690721
Pontiac,MI,USA,42.6491,-83.287192
Portland,ME,USA,43.667134,-70.207166
Portland,OR,USA,45.53825,-122.656496
Poughkeepsie,NY,USA,41.6958,-73.922473
Providence,RI,USA,41.82195,-71.419732
Pueblo,CO,USA,38.27355,-104.620999
Radford,VA,USA,37.124075,-80.558897
Raleigh,NC,USA,35.82195,-78.658753
Redding,CA,USA,40.5724,-122.364918
Reno Junction,CA,USA,39.7918501,-120.0999248
Reno,NV,USA,39.5387,-119.822499
Reston,VA,USA,38.952067,-77.345174
Richardson,TX,USA,32.972751,-96.709846
Richmond,VA,USA,37.53105,-77.474584
Roachdale,IN,USA,39.848779,-86.800408
Roanoke,VA,USA,37.2784,-79.958399
Rochester,NY,USA,43.168651,-77.615838
Rockford,IL,USA,42.2703,-89.063149
Rosenberg,TX,USA,29.548565,-95.794566
Sacramento,CA,USA,38.56685,-121.46736
Saginaw,MI,USA,43.41955,-83.949521
Salem,OR,USA,44.9245,-123.022057
Salinas,CA,USA,36.684833,-121.635081
Salt Lake City,UT,USA,40.777267,-111.929921
San Antonio,TX,USA,29.45765,-98.505355
San Bernardino,CA,USA,34.13975,-117.292299
San Diego,CA,USA,32.81495,-117.13577
San Fernando,CA,USA,34.2895,-118.43499
San Francisco,CA,USA,37.79325,-122.554783
San Jose,CA,USA,37.304,-121.849783
San Luis Obispo,CA,USA,35.272866,-120.66481
San Marcos,TX,USA,29.880178,-97.929043
San Ramon,CA,USA,37.757423,-121.951068
Santa Barbara,CA,USA,34.4285,-119.721904
Santa Clara,CA,USA,37.365,-121.966706
Santa Clarita,CA,USA,34.413408,-118.510175
Santa Cruz,CA,USA,36.97325,-122.035821
Santa Fe,NM,USA,35.678502,-105.954149
Santa Maria,CA,USA,34.937031,-120.436881
Sarasota,FL,USA,27.3361,-82.546599
Satsuma,TX,USA,29.9032802,-95.6032773
Savannah,GA,USA,32.024357,-81.131648
Schenectady,NY,USA,42.8018,-73.928102
Scranton,PA,USA,41.40405,-75.666103
Seattle,WA,USA,47.6218,-122.350326
Shreveport,LA,USA,32.47155,-93.797808
Sioux City,IA,USA,42.500151,-96.39395
Sioux Falls,SD,USA,43.544201,-96.7301
South Bend,IN,USA,41.6753,-86.265699
Spartanburg,SC,USA,34.944888,-81.928319
Spokane,WA,USA,47.6723,-117.414024
Springfield,IL,USA,39.781433,-89.644654
Springfield,MA,USA,42.115033,-72.539045
St. Cloud,MN,USA,45.553951,-94.170359
St. Louis,MO,USA,38.636050,-90.244299
Stamford,CT,USA,41.096733,-73.552688
Stockton,CA,USA,37.96985,-121.306741
Syracuse,NY,USA,43.041059,-76.144067
Tacoma,WA,USA,47.252,-122.459766
Tallahassee,FL,USA,30.457,-84.281399
Tampa,FL,USA,27.959,-82.48212
Terre Haute,IN,USA,39.4704,-87.383516
Toledo,OH,USA,41.66395,-83.581649
Topeka,KS,USA,39.0379,-95.691999
Trenton,NJ,USA,40.2234,-74.764224
Tucson,AZ,USA,32.195816,-110.891717
Tucumcari,NM,USA,35.167449,-103.727482
Tulsa,OK,USA,36.12775,-95.916407
Tuscaloosa,AL,USA,33.2377,-87.540979
Utica,NY,USA,43.09685,-75.22838
Vincennes,IN,USA,38.676164,-87.511101
Visalia,CA,USA,36.3254,-119.320574
Waco,TX,USA,31.56895,-97.183198
Washington,DC,USA,38.90505,-77.016167
Wausau,WI,USA,44.9617,-89.644504
Wenatchee,WA,USA,47.425661,-120.324928
West Palm Beach,FL,USA,26.7477,-80.126226
West Point,GA,USA,32.878614,-85.167863
Wichita Falls,TX,USA,33.897933,-98.51628
Wichita,KS,USA,37.68735,-97.342674
Wilmington,DE,USA,39.735572,-75.529956
Winchester,VA,USA,39.174479,-78.175001
Winnemucca,NV,USA,40.968285,-117.725732
Winston-Salem,NC,USA,36.1021,-80.26291
Worcester,MA,USA,42.269633,-71.80892
Wytheville,VA,USA,36.95368,-81.08702
